Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Air force 1,80.0,NIKE,BLANC,43,https://www.vinted.fr/items/3879669464-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_025cb_QCmhKKZn5PEkVLdNEG8RVFwY/310x430/1702490412.jpeg?s=d760f05cc6f80c70a5af3925ee15075c0bc8182e,ESPAGNE,Women
Nike air force 1,30.0,NIKE,NOIR,41,https://www.vinted.fr/items/3491421917-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_00e0a_9HF9u1nfiMoYjSweTLoLDgak/310x430/1695062635.jpeg?s=e2c8b37b8f6642bfa1eae46c4c29856f57a7d0a6,"PARIS, FRANCE",Women
Nike Air Force 1 Mid '07,75.0,NIKE,NOIR,43,https://www.vinted.fr/items/3882069453-nike-air-force-1-mid-07?referrer=catalog,https://images1.vinted.net/t/01_01114_swf1o7WyyChvbt4Gd83x6btv/310x430/1702564098.jpeg?s=a777e3290e75131278b5464c6f342d133a7f8fb7,"AMSTERDAM, PAYS-BAS",Women
air force 1 ,40.0,NIKE,BLANC,41,https://www.vinted.fr/items/3877020447-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01656_BdKKxu3LrZt2K9m5EdskQxQS/310x430/1702416999.jpeg?s=4e3620f162724c58b7c4699ee50ca2d7da1115ff,"DOL-DE-BRETAGNE, FRANCE",Women
Air force 1 noir ,95.0,NIKE,NOIR,39,https://www.vinted.fr/items/3876762138-air-force-1-noir?referrer=catalog,https://images1.vinted.net/t/03_02002_mce3FkTHNeKcvh2d6kGW5fqD/310x430/1702412355.jpeg?s=9388ca61cdfbbb1235a3dda3afbc11b072a7a61a,FRANCE,Women
nike air force 1,20.0,NIKE,"BLANC, BLEU",43,https://www.vinted.fr/items/3852922140-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_004da_Scg6qNEokxoSMDZFBpToFEju/310x430/1701883255.jpeg?s=74afc8b0c935509941d43569eab848a38778b132,"CAMON, FRANCE",Women
air force 1 nike,40.0,NIKE,"GRIS, BORDEAUX",39,https://www.vinted.fr/items/3645612414-air-force-1-nike?referrer=catalog,https://images1.vinted.net/t/01_018f6_e3pLL4hAgMM4QVSY4NCrdGVo/310x430/1697968669.jpeg?s=5b88a919b6281ad622774e76cdab0c266baa4d37,"GUITRES, FRANCE",Women
Air force 1,20.0,NIKE,CORAIL,39,https://www.vinted.fr/items/3862456766-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_004d0_UwYs9UUJvpBEuFzNBZ4eDQe9/310x430/1702126871.jpeg?s=e1911076db566abdc6b4297f7575efe58e924793,"SÉVÉRAC-LE-CHÂTEAU, FRANCE",Women
Air force 1 ,80.0,NIKE,"NOIR, BLANC","44,5",https://www.vinted.fr/items/3875110206-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_00a7c_9s69nYraXNtXBiqg1fZMzJju/310x430/1702386657.jpeg?s=a19726e2fb39abe20910327d88b876cf2900ae79,"PARIS, FRANCE",Women
Air force 1 ,50.0,NIKE,"BLANC, MARINE",43,https://www.vinted.fr/items/3700563964-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01ff4_Z6XmCFCrZNW1L2is9QXmRxtZ/310x430/1698933553.jpeg?s=4e16c829b6605cf2ae3cd097d101d1860a29a273,"ANGEAC-CHAMPAGNE, FRANCE",Women
nike air force 1 ,40.0,NIKE,NOIR,"42,5",https://www.vinted.fr/items/3869315409-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_013c3_EWsrdxvGNiFhKm9yLz4kyZMw/310x430/1702238395.jpeg?s=6e30746e11f81fae0bf3ae8e6cce1e42d5f3dfc0,"DUNKERQUE, FRANCE",Women
Nike Air Force 1 High ,105.0,NIKE,KAKI,44,https://www.vinted.fr/items/3881398966-nike-air-force-1-high?referrer=catalog,https://images1.vinted.net/t/02_026fc_SQZ72zee1MGJYCEM4wXNtsKw/310x430/1702552984.jpeg?s=df96abdd49332b8c7911fce75311e65ef8dcc40b,"PALMA DE MALLORCA, ESPAGNE",Women
Nike Air Force 1,30.0,NIKE,NOIR,"42,5",https://www.vinted.fr/items/3739385337-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_02433_tL8f9neAd6VfKfz1RPnaB34j/310x430/1699630768.jpeg?s=feec04118f0e5253be2e84e45029163d65247f4f,"PESCARA, ITALIE",Women
Nike - air force 1 ,80.0,NIKE,"BLANC, ROSE",47,https://www.vinted.fr/items/3846582407-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_006b2_2iAzN5WwRMtySNTheisjA9cz/310x430/1701724259.jpeg?s=7ef7d980cd374272d473e5dbb8b517860ed0d449,"CLICHY, FRANCE",Women
Air force 1 ,80.0,NIKE,BLANC,43,https://www.vinted.fr/items/3860798162-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01046_opAoGvFMw5VonLNJehsJWd4a/310x430/1702072400.jpeg?s=965f2ad60c710d2d1a6367cc7aebb06b283139d4,"OLIVELLA, ESPAGNE",Women
Nike Air Force 1,35.0,NIKE,BLANC,43,https://www.vinted.fr/items/3827244859-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_02303_AdtS7GKfqv3eA2NukXpfgntm/310x430/1701297240.jpeg?s=ebe5ca6108b49b51521e8133544d4928a05fa243,"OVIEDO, ESPAGNE",Women
